2,2,22001
3,1,117007
3,2,23001
3,3,90006
4,1,9439540
4,2,964055
4,3,184010
4,4,718041
1,1,23001
2,1,5001
2,2,36002
3,1,123007
3,2,15001
3,3,72004
4,1,9319533
4,2,917052
4,3,172010
4,4,755043
1,1,9000
2,1,10001
2,2,33002
3,1,122007
3,2,15001
3,3,63003
4,1,9429540
4,2,929053
4,3,195011
4,4,718041
1,1,7001
2,1,19001
2,2,13001
3,1,102005
3,2,20002
3,3,91005
4,1,9377536
4,2,924053
4,3,213012
4,4,756043
1,1,8000
2,1,3000
2,2,16001
3,1,103006
3,2,25002
3,3,72004
4,1,9428539
4,2,917053
4,3,200011
4,4,721041
1,1,18001
2,1,4000
2,2,18001
3,1,102006
3,2,20001
3,3,77004
4,1,9532546
4,2,934053
4,3,200012
4,4,748042
1,1,1000
2,1,2000
2,2,11001
3,1,127007
3,2,16001
3,3,66004
4,1,9403537
4,2,965056
4,3,151008
4,4,714041
1,1,2000
2,1,8000
2,2,17001
3,1,122007
3,2,46003
3,3,88005
4,1,14573833
4,2,1962113
4,3,441025
4,4,1921110
1,1,3000
2,1,6000
2,2,26002
3,1,258015
3,2,42002
3,3,179010
4,1,22286275
4,2,2140122
4,3,489028
4,4,1822104
1,1,15000
2,1,30002
2,2,66004
3,1,318018
3,2,45003
3,3,621035
4,1,21724243
4,2,2088119
4,3,430025
4,4,2052117
1,1,2000
2,1,7001
2,2,23001
3,1,272016
3,2,39002
3,3,177010
4,1,21865251
4,2,2187125
4,3,371021
4,4,2057118
1,1,2000
2,1,4000
2,2,19001
